Somalia,2022-02-01,1578
United Arab Emirates,2022-02-07,25815
Anguilla,2022-01-30,29
Haiti,2022-02-16,453
United Arab Emirates,2022-02-08,24840
Democratic Republic of Congo,2022-01-14,5082
Argentina,2022-01-21,369693
India,2022-02-11,4732111
Democratic Republic of Congo,2022-01-21,2161
Nepal,2022-01-02,219116
South Korea,2022-02-01,231085
Vanuatu,2022-01-21,736
Iran,2022-01-08,447861
Saint Kitts and Nevis,2022-01-14,55
Cyprus,2022-01-07,3393
Greece,2022-02-11,35183
Antigua and Barbuda,2022-01-03,50
Benin,2022-01-30,14887
Nigeria,2022-01-12,250175
Vanuatu,2022-01-22,736
Sweden,2022-01-26,72919
Zambia,2022-02-12,15932
Armenia,2022-01-08,4879
Burkina Faso,2022-01-01,10718
Czechia,2022-02-11,13693
European Union,2022-01-05,2408963
Suriname,2022-01-18,238
Kosovo,2022-01-21,4136
Greenland,2022-01-01,6
Lebanon,2022-01-14,26437
Eswatini,2022-02-05,1343
Eswatini,2022-02-09,949
Belarus,2022-01-28,47801
Taiwan,2022-01-15,175774
India,2022-01-05,6715446
Benin,2022-01-29,14887
Bermuda,2022-01-29,493
Switzerland,2022-01-16,62444
Turks and Caicos Islands,2022-01-18,122
Austria,2022-01-12,45774
Australia,2022-02-03,230830
New Zealand,2022-01-20,42727
Chile,2022-01-03,129455
British Virgin Islands,2022-02-01,7
Costa Rica,2022-01-19,16316
Sao Tome and Principe,2022-01-05,384
Asia,2022-01-20,18661960
Armenia,2022-01-13,6884
Switzerland,2022-02-16,8882
Finland,2022-02-05,50250
Panama,2022-01-03,18711
Ukraine,2022-01-28,64958
Jamaica,2022-02-12,2073
Argentina,2022-01-02,292377
South Sudan,2022-01-28,2872
Timor,2022-02-11,649
Mongolia,2022-02-17,955
Albania,2022-01-26,5471
Finland,2022-01-12,72110
Libya,2022-01-23,9550
Botswana,2022-01-28,2733
Morocco,2022-02-07,54986
Cote d'Ivoire,2022-01-02,103480
Libya,2022-01-20,8986
Iran,2022-02-02,490461
Kuwait,2022-01-30,11945
North America,2022-01-24,2138299
Denmark,2022-01-01,56843
United Kingdom,2022-02-18,62382
Indonesia,2022-01-18,1252137
Laos,2022-02-16,30225
Guyana,2022-02-18,1228
World,2022-02-20,31824523
Africa,2022-02-13,1528010
Romania,2022-02-04,15943
Cook Islands,2022-02-06,6
Suriname,2022-01-08,342
Trinidad and Tobago,2022-01-30,1908
Bulgaria,2022-02-20,4131
Guinea-Bissau,2022-01-19,186
Netherlands,2022-02-18,7274
Costa Rica,2022-02-05,14360
Norway,2022-01-17,53813
Costa Rica,2022-01-05,18182
Samoa,2022-01-13,81
Trinidad and Tobago,2022-01-25,1883
Anguilla,2022-01-04,21
Honduras,2022-01-28,21412
Hungary,2022-01-22,25664
Romania,2022-02-02,17672
Portugal,2022-01-26,83701
Thailand,2022-02-04,260055
Kosovo,2022-02-11,1408
Nepal,2022-01-10,218504
Poland,2022-01-13,191430
Cote d'Ivoire,2022-01-06,46003
Ireland,2022-02-05,9538
Gibraltar,2022-01-15,135
Vietnam,2022-02-02,295060
Cyprus,2022-01-19,5082
Africa,2022-02-14,1236590
Panama,2022-01-26,24320
Azerbaijan,2022-02-15,41175
Namibia,2022-01-05,562
South Korea,2022-01-24,303974
Fiji,2022-01-26,206
Sao Tome and Principe,2022-01-10,384
Liechtenstein,2022-02-08,53
Senegal,2022-01-25,4472
Trinidad and Tobago,2022-01-31,2091
Africa,2022-01-13,1541074
Isle of Man,2022-01-05,340
Togo,2022-02-17,
Ukraine,2022-01-25,66414
Japan,2022-02-01,321567
South Korea,2022-02-16,183441
Malawi,2022-02-09,1160
Liberia,2022-02-05,1580
Upper middle income,2022-02-16,9809773
Ghana,2022-01-25,84487
Bolivia,2022-01-19,70036
South Sudan,2022-01-20,2307
Chile,2022-02-13,60595
Guatemala,2022-01-17,92405
Ghana,2022-01-02,59476
San Marino,2022-02-06,46
Zimbabwe,2022-01-14,14013
Papua New Guinea,2022-01-02,459
Saudi Arabia,2022-02-02,227764
Thailand,2022-01-31,354055
European Union,2022-01-29,1973639
Egypt,2022-01-18,308736
New Zealand,2022-01-19,42197
Estonia,2022-01-06,3262
Suriname,2022-02-12,144
Panama,2022-01-01,17031
Slovakia,2022-02-08,4056
Africa,2022-02-15,1186368
European Union,2022-02-07,1372244
Panama,2022-02-01,18407
Myanmar,2022-01-24,167649
Kuwait,2022-01-15,12987
Kiribati,2022-01-11,1018
Canada,2022-02-19,84474
Greece,2022-01-12,69445
Kenya,2022-01-18,56440
Niger,2022-01-19,972
Iceland,2022-01-11,1335
Yemen,2022-01-11,1926
Spain,2022-01-29,196255
Burundi,2022-01-20,62
High income,2022-01-28,4822253
Europe,2022-02-19,1300640
Zimbabwe,2022-01-28,10201
Saint Lucia,2022-02-14,78
Ethiopia,2022-01-21,1289
Poland,2022-01-28,132224
Fiji,2022-01-20,164
Isle of Man,2022-01-16,179
India,2022-02-08,4502216
Mali,2022-01-02,5528
Guinea-Bissau,2022-02-12,9511
Haiti,2022-01-18,251
Libya,2022-02-09,9384
Djibouti,2022-02-02,325
Kazakhstan,2022-01-18,18226
Jersey,2022-01-24,178
Bhutan,2022-01-23,33832
Papua New Guinea,2022-01-10,623
Turkey,2022-01-04,510554
Mongolia,2022-01-06,2622
Kosovo,2022-01-31,4178
High income,2022-02-18,2958842
Kosovo,2022-02-09,1805
Romania,2022-01-04,16643
Saint Lucia,2022-01-16,138
Zimbabwe,2022-02-01,9276
Zimbabwe,2022-01-31,9281
Qatar,2022-02-12,16196
Zambia,2022-01-04,21948
Chile,2022-01-07,110930
Mozambique,2022-01-23,142755
Guatemala,2022-01-20,88940
High income,2022-02-20,2737522
Comoros,2022-01-20,609
Guinea,2022-02-04,5892
Isle of Man,2022-01-22,122
Guyana,2022-01-12,2051
Timor,2022-01-26,1461
Benin,2022-01-27,14887
Timor,2022-01-24,1527
Curacao,2022-01-13,1210
British Virgin Islands,2022-01-23,18
Belarus,2022-02-03,33230
San Marino,2022-01-17,249
Malawi,2022-02-19,2458
Vietnam,2022-01-13,1111945
Cape Verde,2022-01-05,968
Kenya,2022-02-13,233947
Low income,2022-01-02,1054308
Cambodia,2022-01-17,128622
Zambia,2022-02-02,13883
Jersey,2022-01-29,142
Laos,2022-01-16,35334
Ukraine,2022-02-06,59718
Malawi,2022-01-21,1558
Senegal,2022-02-09,56741
Fiji,2022-01-29,236
Gibraltar,2022-02-14,65
Cyprus,2022-01-09,3483
Ecuador,2022-02-08,62494
Portugal,2022-01-19,81303
Portugal,2022-02-07,70195
Egypt,2022-01-25,263787
Venezuela,2022-01-27,126261
Denmark,2022-01-02,58558
Chad,2022-01-22,1417
Rwanda,2022-01-01,124262
Turkey,2022-02-20,120434
Kazakhstan,2022-01-19,18788
Bahamas,2022-02-08,316
Cyprus,2022-02-05,6868
Kyrgyzstan,2022-02-01,9724
Bhutan,2022-01-28,13255
Argentina,2022-02-01,311569
Vanuatu,2022-01-06,736
Cook Islands,2022-01-07,10
Kuwait,2022-01-05,14965
Yemen,2022-01-09,1926
Fiji,2022-01-15,234
Norway,2022-01-15,54510
Djibouti,2022-01-05,608
North America,2022-02-13,1136018
South America,2022-02-14,2087770
Malawi,2022-02-18,2617
Samoa,2022-01-29,362
New Zealand,2022-01-23,49679
Australia,2022-01-07,177590
Madagascar,2022-01-04,7645
Uruguay,2022-01-02,4128
Tunisia,2022-01-07,31403
Papua New Guinea,2022-01-23,693
Kuwait,2022-01-08,12663
Czechia,2022-02-01,29802
Malta,2022-02-06,1564
Isle of Man,2022-02-12,57
Mongolia,2022-02-02,1301
Cuba,2022-01-11,150022
Kazakhstan,2022-02-12,16473
United Arab Emirates,2022-01-30,30587
Netherlands,2022-01-10,240565
Burundi,2022-01-22,62
Greece,2022-02-07,35924
Guinea,2022-02-06,2802
Lebanon,2022-01-11,27218
Kosovo,2022-01-12,3090
United States,2022-02-08,455179
Oman,2022-02-04,14416
Israel,2022-02-15,5109
Turkey,2022-01-11,554539
Mexico,2022-02-19,714560
Saint Kitts and Nevis,2022-01-10,83
Philippines,2022-01-25,552124
Saint Kitts and Nevis,2022-01-15,58
Jersey,2022-01-06,517
Bolivia,2022-01-11,95393
Guyana,2022-01-21,1798
Georgia,2022-01-23,6459
Saudi Arabia,2022-01-10,200940
Lower middle income,2022-01-14,17264453
Guinea-Bissau,2022-02-03,3165
Iraq,2022-01-04,35970
Switzerland,2022-02-02,21139
Madagascar,2022-01-13,5727
Liberia,2022-01-10,7301
Kiribati,2022-01-22,330
Finland,2022-01-26,48479
Cape Verde,2022-02-17,
Peru,2022-01-13,267286
Honduras,2022-01-15,13399
Croatia,2022-02-16,3342
Lower middle income,2022-02-03,9791710
Guyana,2022-02-02,1707
Aruba,2022-01-16,61
Montenegro,2022-01-19,789
New Caledonia,2022-01-29,179
New Zealand,2022-01-22,47117
Dominica,2022-01-06,142
Egypt,2022-01-04,424464
Solomon Islands,2022-01-30,1029
South Africa,2022-01-23,70955
Algeria,2022-02-02,16222
Cyprus,2022-01-22,4569
Faeroe Islands,2022-01-01,398
Sri Lanka,2022-01-09,39230
Zambia,2022-01-03,22930
Turkey,2022-01-16,421307
Kyrgyzstan,2022-02-14,8837
Mali,2022-01-18,11722
Costa Rica,2022-01-31,13171
North America,2022-02-05,1460463
Spain,2022-01-11,176297
Afghanistan,2022-01-15,12023
Estonia,2022-02-02,2394
Democratic Republic of Congo,2022-02-08,5476
Qatar,2022-02-20,16716
Oman,2022-01-31,16068
World,2022-01-31,22956951
Chile,2022-01-18,72263
Scotland,2022-01-27,9657
Czechia,2022-02-20,8889
Philippines,2022-01-22,657986
Honduras,2022-02-14,28571
Venezuela,2022-01-09,126261
Vanuatu,2022-01-09,736
Norway,2022-02-04,16632
Ghana,2022-02-01,84487
Aruba,2022-01-21,138
World,2022-01-06,30110513
Saint Kitts and Nevis,2022-01-27,36
Thailand,2022-02-13,270264
Tanzania,2022-01-07,33124
El Salvador,2022-01-19,15221
United States,2022-01-18,977730
Vietnam,2022-01-26,1075202
Fiji,2022-01-25,195
Fiji,2022-01-08,358
Germany,2022-01-16,635794
Moldova,2022-01-28,5596
Liberia,2022-01-14,1580
Switzerland,2022-01-08,68123
Serbia,2022-01-31,3783
Papua New Guinea,2022-01-13,505
Ukraine,2022-02-07,59470
Yemen,2022-02-01,2366
Thailand,2022-01-09,324348
Argentina,2022-02-18,241354
Belgium,2022-01-13,118742
Samoa,2022-02-02,401
Bolivia,2022-02-14,29408
Denmark,2022-01-28,14386
Belize,2022-01-10,546
Laos,2022-02-05,48048
Italy,2022-02-18,170569
Italy,2022-01-06,431259
Europe,2022-02-17,1592593
Gibraltar,2022-02-09,87
Lithuania,2022-01-02,12863
Portugal,2022-02-05,73875
Guinea-Bissau,2022-02-05,5281
Malta,2022-02-01,1977
European Union,2022-01-27,2098584
New Zealand,2022-01-12,41837
Uruguay,2022-01-06,4047
Mali,2022-01-03,10105
Kazakhstan,2022-01-22,18755
Zimbabwe,2022-01-17,13689
Cambodia,2022-02-06,36884
Greece,2022-01-02,74514
Maldives,2022-02-01,2885
Italy,2022-02-08,318623
England,2022-01-20,105979
Brazil,2022-01-21,1642430
Indonesia,2022-02-13,1252137
Montenegro,2022-01-31,399
Poland,2022-02-01,116689
Switzerland,2022-01-31,25654
New Zealand,2022-01-10,35329
Barbados,2022-01-26,160
Montenegro,2022-01-30,489
Philippines,2022-02-15,411735
Tajikistan,2022-01-28,40464
Romania,2022-01-21,15741
Cuba,2022-02-17,19900
Croatia,2022-01-28,8004
Jamaica,2022-01-12,4686
Saint Kitts and Nevis,2022-01-06,73
Costa Rica,2022-02-09,16514
Russia,2022-02-10,285300
Russia,2022-01-28,317609
Dominica,2022-02-01,105
Grenada,2022-01-08,177
Albania,2022-02-15,3779
Solomon Islands,2022-02-07,962
South America,2022-01-18,2605840
Northern Ireland,2022-02-11,2230
New Caledonia,2022-01-20,212
Ethiopia,2022-02-05,226
Panama,2022-02-07,14637
Grenada,2022-02-14,50
Isle of Man,2022-01-04,243
Cape Verde,2022-01-23,2853
Belarus,2022-02-05,27398
Belgium,2022-01-02,45698
Bahrain,2022-01-23,3335
Austria,2022-01-20,36205
Saint Lucia,2022-01-14,127
Bulgaria,2022-01-11,24996
Malaysia,2022-02-19,154869
Aruba,2022-02-10,61
South Sudan,2022-01-14,1209
Turkey,2022-01-20,283559
Colombia,2022-02-04,229430
World,2022-02-04,18833308
Israel,2022-01-30,10681
Wales,2022-02-07,3599
Egypt,2022-01-22,266213
Dominican Republic,2022-02-05,32559
Somalia,2022-01-15,5028
Belgium,2022-01-05,71139
Cook Islands,2022-02-04,6
Africa,2022-01-03,1970144
Northern Ireland,2022-01-09,7576
Yemen,2022-01-04,1926
Italy,2022-01-22,576018
Philippines,2022-02-16,410944
Gambia,2022-01-21,2299
Solomon Islands,2022-01-07,715
Pakistan,2022-01-16,710525
Wales,2022-01-24,6802
Paraguay,2022-01-27,10936
Morocco,2022-01-21,60410
Norway,2022-02-01,23825
Denmark,2022-02-09,4633
Palestine,2022-01-10,3012
Guinea-Bissau,2022-02-11,9422
Montenegro,2022-01-02,1323
Kiribati,2022-01-04,640
Moldova,2022-01-30,5849
England,2022-02-08,59506
Malta,2022-01-12,6619
Montserrat,2022-01-01,5
Chile,2022-02-03,51351
Australia,2022-02-13,172876
Bolivia,2022-02-04,35901
South Korea,2022-02-15,185890
Mexico,2022-02-18,674834
Syria,2022-02-08,2829
Tajikistan,2022-01-26,34215
North Macedonia,2022-02-04,1014
Italy,2022-02-01,472654
China,2022-01-22,4412143
Guinea,2022-01-10,12302
Upper middle income,2022-02-19,9250736
Seychelles,2022-01-16,347
United Arab Emirates,2022-02-16,22330
Bhutan,2022-01-25,25601
Eswatini,2022-01-25,2728
Guernsey,2022-02-08,91
Switzerland,2022-02-08,13952
Cote d'Ivoire,2022-02-10,65578
Guinea-Bissau,2022-01-16,140
Mozambique,2022-01-02,90954
Indonesia,2022-01-27,1252137
El Salvador,2022-01-08,11298
Lithuania,2022-02-17,981
Malaysia,2022-01-05,176926
Niger,2022-01-11,16216
Algeria,2022-01-03,22589
Cayman Islands,2022-01-07,226
Israel,2022-01-07,52952
Ghana,2022-01-13,59476
Democratic Republic of Congo,2022-01-05,989
Ecuador,2022-01-18,103727
Saint Lucia,2022-01-29,58
United States,2022-01-23,792519
Solomon Islands,2022-01-10,749
Syria,2022-01-02,90157
Azerbaijan,2022-01-19,23880
Qatar,2022-01-31,28240
Switzerland,2022-01-24,41927
Greece,2022-01-19,71064
New Caledonia,2022-01-09,145
Seychelles,2022-01-11,347
Afghanistan,2022-01-26,10021
Nepal,2022-01-24,212388
Netherlands,2022-01-29,41727
Guyana,2022-02-12,1266
Ecuador,2022-01-12,106618
New Zealand,2022-01-29,59915
Belize,2022-01-06,338
Bermuda,2022-01-02,211
Wales,2022-02-18,5533
Macao,2022-01-24,2597
Belarus,2022-01-26,50708
Belize,2022-01-21,676
Africa,2022-02-17,909098
Saudi Arabia,2022-01-25,234843
Montserrat,2022-01-08,11
Cayman Islands,2022-01-19,189
Bulgaria,2022-02-13,5651
Moldova,2022-02-02,5391
Uzbekistan,2022-01-18,24142
Pakistan,2022-01-11,535435
Asia,2022-01-08,21285294
Isle of Man,2022-01-17,154
Kuwait,2022-01-20,7965
Switzerland,2022-02-01,23132
Ecuador,2022-02-12,68865
Burundi,2022-02-02,62
Suriname,2022-02-06,156
Barbados,2022-01-02,200
Thailand,2022-01-15,473154
Vietnam,2022-02-09,352956
Upper middle income,2022-01-08,11062921
Kazakhstan,2022-02-05,17372
European Union,2022-02-16,953962
Barbados,2022-01-25,127
British Virgin Islands,2022-01-20,22
Low income,2022-01-25,929115
Zambia,2022-02-14,14806
Guatemala,2022-01-06,29966
Papua New Guinea,2022-01-26,693
Lithuania,2022-01-26,6018
Cambodia,2022-02-09,44954
World,2022-02-09,20287917
Tunisia,2022-02-04,10301
Haiti,2022-01-20,251
Zimbabwe,2022-01-26,10929
French Polynesia,2022-02-10,213
Democratic Republic of Congo,2022-01-17,3045
Belgium,2022-02-03,33572
Jersey,2022-01-09,543
Benin,2022-01-09,16300
Indonesia,2022-01-02,1427268
Democratic Republic of Congo,2022-01-08,3034
Somalia,2022-02-04,1578
Bangladesh,2022-01-29,925172
South Africa,2022-02-02,57938
Somalia,2022-01-27,1578
South Sudan,2022-01-15,1288
Burundi,2022-01-11,41
Finland,2022-01-03,38449
Jordan,2022-02-09,15782
Faeroe Islands,2022-01-26,200
Tajikistan,2022-01-21,36341
Kyrgyzstan,2022-01-21,10186
Italy,2022-02-19,158970
Aruba,2022-01-31,54
Croatia,2022-02-10,4385
Cuba,2022-02-02,61544
Cyprus,2022-01-27,3434
Kosovo,2022-02-07,2320
Africa,2022-01-25,1932065
Iraq,2022-01-10,46020
Kenya,2022-01-14,57841
Serbia,2022-02-01,3718
Togo,2022-01-18,4911
Ecuador,2022-02-14,69841
Africa,2022-01-07,1828074
Macao,2022-01-25,2606
Afghanistan,2022-01-25,9368
Uruguay,2022-01-17,21748
Nigeria,2022-01-08,186674
New Caledonia,2022-01-12,143
Lebanon,2022-01-05,15188
Cuba,2022-02-10,33211
Mongolia,2022-01-22,4885
Mali,2022-02-11,
Dominican Republic,2022-01-22,19847
Bahrain,2022-01-29,3716
Rwanda,2022-01-06,127901
Liechtenstein,2022-01-18,263
Guinea-Bissau,2022-01-23,648
Malta,2022-02-13,1236
Bosnia and Herzegovina,2022-01-27,4315
Cote d'Ivoire,2022-01-13,17374
Canada,2022-01-30,249613
Poland,2022-01-16,191870
Luxembourg,2022-01-04,4521
Poland,2022-01-29,123521
Germany,2022-01-03,396335
British Virgin Islands,2022-01-17,23
Lower middle income,2022-01-10,17899977
Australia,2022-01-28,235002
Laos,2022-01-21,40783
Eswatini,2022-01-30,1694
European Union,2022-02-02,1717964
Georgia,2022-02-08,4241
Syria,2022-02-07,2829
Liechtenstein,2022-01-17,304
Lithuania,2022-01-15,11531
Laos,2022-01-28,48048
Montenegro,2022-02-06,432
Suriname,2022-01-14,297
Italy,2022-01-29,506132
Bulgaria,2022-01-28,8638
Bulgaria,2022-01-07,19702
Romania,2022-02-10,11546
France,2022-01-05,413511
Tunisia,2022-02-01,11753
Angola,2022-02-07,73312
Eswatini,2022-01-13,1985
Togo,2022-01-08,4742
Russia,2022-01-07,112537
England,2022-01-25,90675
Belgium,2022-02-04,31580
Kosovo,2022-02-10,1562
Northern Ireland,2022-02-15,2117
Vanuatu,2022-01-18,736
Bahamas,2022-01-20,434
South Sudan,2022-02-17,
Saudi Arabia,2022-02-15,112425
Ukraine,2022-01-17,76653
Syria,2022-02-09,2829
Belgium,2022-02-14,33732
Suriname,2022-02-19,128
Philippines,2022-02-02,361139
Laos,2022-02-10,48048
Venezuela,2022-01-01,126261
Curacao,2022-02-07,214
Togo,2022-01-10,4780
Tajikistan,2022-01-12,65092
Latvia,2022-01-06,6915
China,2022-02-09,3107571
Lebanon,2022-01-01,16066
Palestine,2022-01-08,3012
Poland,2022-02-08,84886
Angola,2022-02-05,80077
Ireland,2022-01-08,31599
Philippines,2022-01-14,782783
Scotland,2022-01-01,23840
Oceania,2022-02-15,211215
Saint Kitts and Nevis,2022-01-25,36
Turks and Caicos Islands,2022-01-27,122
Belize,2022-02-11,484
Europe,2022-01-23,3047553
Asia,2022-02-08,12295126
North America,2022-02-15,1135966
New Caledonia,2022-02-11,130
Macao,2022-01-22,2587
Kyrgyzstan,2022-01-07,4240
Cote d'Ivoire,2022-02-17,
Georgia,2022-02-15,3420
Denmark,2022-01-27,16189
Chad,2022-01-29,1229
Laos,2022-02-02,48048
Indonesia,2022-01-22,1252137
Djibouti,2022-02-05,120
Dominica,2022-01-13,48
Japan,2022-01-08,139729
Poland,2022-01-17,188813
Moldova,2022-02-04,4951
Azerbaijan,2022-01-26,20899
Burkina Faso,2022-01-04,10718
Morocco,2022-02-02,47048
Cuba,2022-01-15,183021
Ukraine,2022-02-03,60356
Romania,2022-01-06,19212
Paraguay,2022-02-18,17542
Belarus,2022-01-13,49891
Dominica,2022-02-06,73
Guinea,2022-01-23,99365
Azerbaijan,2022-01-06,12763
Suriname,2022-02-11,144
Central African Republic,2022-02-01,5242
Iceland,2022-02-15,553
Albania,2022-01-06,7120
Dominica,2022-02-17,35
Cote d'Ivoire,2022-02-03,65578
Comoros,2022-01-26,609
Iceland,2022-01-10,1198
Montenegro,2022-01-21,703
Liberia,2022-01-12,4440
Bahrain,2022-02-03,2541
Senegal,2022-01-13,4472
Somalia,2022-01-19,3549
Iraq,2022-01-09,41350
Bermuda,2022-02-10,184
Denmark,2022-02-10,4371
Kiribati,2022-01-02,640
Ecuador,2022-02-10,66157
Oceania,2022-02-12,237284
Cyprus,2022-01-23,4220
Luxembourg,2022-01-14,6708
Europe,2022-01-19,3512969
Cuba,2022-01-25,103026
North Macedonia,2022-01-16,1615
France,2022-01-03,387073
Slovakia,2022-01-12,22059
Malta,2022-02-17,1039
Djibouti,2022-01-26,577
Morocco,2022-01-18,57504
China,2022-02-19,5487429
Brazil,2022-02-03,1099789
Finland,2022-01-19,26015
Comoros,2022-01-11,609
Pakistan,2022-02-04,1090177
Kuwait,2022-01-03,14530
Djibouti,2022-01-16,608
Germany,2022-01-02,412927
Trinidad and Tobago,2022-01-09,3711
Gibraltar,2022-01-31,83
Israel,2022-01-14,67303
Iceland,2022-01-16,3358
Greenland,2022-01-05,13
South Sudan,2022-01-11,970
Madagascar,2022-02-04,5727
Mali,2022-01-14,11722
North Macedonia,2022-02-08,959
China,2022-01-10,7201857
Zambia,2022-01-16,33089
Albania,2022-02-09,4263
North Macedonia,2022-02-06,969
Norway,2022-01-22,40410
Uruguay,2022-02-17,4586
Curacao,2022-02-03,257
Brazil,2022-01-17,1500479
Pakistan,2022-01-27,481901
Belize,2022-01-05,338
Dominica,2022-01-25,46
Belgium,2022-01-04,61017
Nepal,2022-01-12,221708
Libya,2022-01-22,8899
Spain,2022-02-02,154946
Guatemala,2022-02-07,48830
Faeroe Islands,2022-01-19,139
Myanmar,2022-01-14,177262
Costa Rica,2022-02-04,14190
Qatar,2022-01-27,26784
Netherlands,2022-01-26,52826
Guinea,2022-02-03,7440
Bahamas,2022-01-06,623
Albania,2022-02-04,16144
Dominican Republic,2022-02-10,19421
Burundi,2022-01-17,53
Cook Islands,2022-01-30,6
Italy,2022-02-13,234653
Lithuania,2022-01-11,15203
Bangladesh,2022-02-02,957674
Sri Lanka,2022-01-18,82855
Mauritania,2022-01-29,4800
Mongolia,2022-02-01,1643
Germany,2022-02-15,169924
Turkey,2022-01-23,216195
Cameroon,2022-01-07,254
Samoa,2022-01-31,401
Australia,2022-01-24,281234
Poland,2022-02-02,109672
Laos,2022-01-30,48048
Bangladesh,2022-02-12,957674
Bahamas,2022-01-07,629
Cayman Islands,2022-01-22,184
Iraq,2022-02-04,42762
Saint Vincent and the Grenadines,2022-01-07,82
Ghana,2022-01-08,59476
Norway,2022-02-07,14598
Bermuda,2022-01-16,105
Macao,2022-01-20,2561
Kenya,2022-01-20,59708
Faeroe Islands,2022-01-30,129
Cape Verde,2022-01-18,2865
Austria,2022-02-04,28164
Zimbabwe,2022-01-20,12561
Finland,2022-01-21,36847
Upper middle income,2022-02-06,4759643
India,2022-02-20,3642105
Uruguay,2022-01-25,19188
Mauritania,2022-01-12,6733
Samoa,2022-01-04,57
Tonga,2022-01-14,145
Angola,2022-01-13,105234
Poland,2022-01-19,172555
Ireland,2022-01-30,9074
Malta,2022-01-28,2407
Colombia,2022-01-13,243085
Hungary,2022-01-29,24323
Isle of Man,2022-02-09,81
Central African Republic,2022-01-28,4817
Eswatini,2022-02-12,949
Latvia,2022-01-15,9285
Tajikistan,2022-01-08,61668
Haiti,2022-02-06,453
Jersey,2022-01-26,162
Malaysia,2022-01-13,210047
Albania,2022-01-17,5976
Serbia,2022-01-20,5985
Kenya,2022-01-08,67482
North Macedonia,2022-01-28,1128
Rwanda,2022-01-12,127901
Latvia,2022-01-11,10486
Belgium,2022-01-31,38670
Solomon Islands,2022-01-11,760
Europe,2022-01-31,2526267
Uruguay,2022-02-15,5820
Australia,2022-01-15,276075
Uzbekistan,2022-01-07,60373
Dominican Republic,2022-01-04,11252
Angola,2022-01-03,42414
Paraguay,2022-01-12,27785
El Salvador,2022-01-24,10607
Luxembourg,2022-01-31,3105
South Africa,2022-02-18,58588
Asia,2022-01-30,14603136
Oman,2022-02-07,13177
Montenegro,2022-02-20,310
Singapore,2022-01-05,39467
Wallis and Futuna,2022-01-12,7
Faeroe Islands,2022-02-07,50
Romania,2022-01-29,16528
Gambia,2022-01-14,2299
Morocco,2022-02-08,52700
Thailand,2022-02-12,270463
Antigua and Barbuda,2022-01-04,42
Brunei,2022-01-26,2218
Macao,2022-01-18,2616
Saint Vincent and the Grenadines,2022-02-12,159
Central African Republic,2022-01-13,3596
Mexico,2022-01-28,917364
South America,2022-01-11,1966125
Slovakia,2022-02-06,4514
Morocco,2022-01-31,42672
Vietnam,2022-01-04,1060625
Bosnia and Herzegovina,2022-01-10,4315
Jersey,2022-02-08,105
Senegal,2022-01-12,3898
San Marino,2022-01-05,172
Cote d'Ivoire,2022-01-04,73840
France,2022-01-14,555969
Hong Kong,2022-02-05,25529
Kyrgyzstan,2022-01-20,10267
New Caledonia,2022-01-14,167
Democratic Republic of Congo,2022-01-12,5760
Namibia,2022-01-19,908
Jamaica,2022-01-17,3507
Nepal,2022-02-05,357844
Bermuda,2022-01-09,170
Russia,2022-01-26,284397
Yemen,2022-01-24,4426
Mozambique,2022-01-14,295402
Dominican Republic,2022-01-24,17124
Uzbekistan,2022-02-04,73228
Palestine,2022-01-06,3012
Saudi Arabia,2022-01-06,208453
Rwanda,2022-01-13,127901
Guinea-Bissau,2022-01-06,52
Tajikistan,2022-01-31,46070
Austria,2022-01-17,41744
Netherlands,2022-02-19,5220
Finland,2022-01-18,26376
Morocco,2022-02-10,55794
Croatia,2022-01-31,6927
Senegal,2022-01-05,459
Somalia,2022-01-07,5028
Turkey,2022-02-02,156661
Cape Verde,2022-01-29,2853
Japan,2022-01-14,129112
Bulgaria,2022-01-04,10572
Nepal,2022-02-11,279417
France,2022-02-16,172471
Moldova,2022-02-07,4604
Sweden,2022-02-12,38977
Austria,2022-01-15,45438
Europe,2022-01-06,3036902
Lithuania,2022-01-01,12895
Belize,2022-02-16,355
Lower middle income,2022-01-31,9410883
Kuwait,2022-01-18,10159
South Africa,2022-01-25,64931
Andorra,2022-01-22,708
South Africa,2022-01-21,64953
Kuwait,2022-01-09,11895
Mexico,2022-02-12,423504
Tunisia,2022-01-17,17951
Peru,2022-01-26,128463
Tunisia,2022-01-25,19016
Botswana,2022-01-06,2733
Guinea-Bissau,2022-01-28,686
Iceland,2022-01-31,1882
Turkey,2022-01-21,247116
Estonia,2022-01-13,4557
Democratic Republic of Congo,2022-02-17,
China,2022-01-14,5887000
Kuwait,2022-01-27,12819
Algeria,2022-01-20,16222
Jamaica,2022-02-20,1745
Uzbekistan,2022-01-01,115234
Norway,2022-01-05,31685
Senegal,2022-02-01,4472
Saint Lucia,2022-02-09,73
Latvia,2022-02-06,3567
Saudi Arabia,2022-02-07,200639
Uganda,2022-01-09,92494
Cyprus,2022-02-06,6799
United Kingdom,2022-02-09,69509
Samoa,2022-02-06,401
Brazil,2022-02-19,1057782
Sao Tome and Principe,2022-01-15,384
Ghana,2022-01-10,59476
Saint Lucia,2022-01-12,134
Nicaragua,2022-02-15,23370
Oman,2022-01-08,11708
Comoros,2022-02-02,4369
Somalia,2022-01-17,4535
Afghanistan,2022-01-01,16935
Eswatini,2022-01-28,2107
Liberia,2022-02-04,1580
Papua New Guinea,2022-02-14,613
